nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesxy,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner,created_at,consolidated_longitude,consolidated_latitude,consolidated_code_postal,consolidated_commune,consolidated_is_lon_lat_correct,consolidated_is_code_insee_verified,consolidated_is_code_insee_modified,geo_point_borne,departement,region
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBLXBD,db36791e-e1fb-5b5a-8d37-40978efca171,SAVIGNEUX - Espace Claudius Duport,Voirie,1415 Boulevard Pierre de Coubertin 42600 SAVIGNEUX,42299,"4.078007, 45.612429",2,FREBNEBLXBD2,c3c429bb-64d2-53a4-9517-deb4988319d3,50.0,False,False,True,False,False,False,True,True,False,"par défaut : 6.0€ par heure d'occupation hors charge, 0.42€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,50063313732208,,,2026-05-05,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,4.078007,45.612429,42600.0,Savigneux,True,True,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBLYNN,c86a8bd2-9173-50d2-9bf8-9410c8ac3fad,COLLONGES-SOUS-SALEVE - Parking des Crêts,Voirie,55 Route des Crêts 74160 COLLONGES-SOUS-SALEVE,74082,"6.1479, 46.141258",2,FREBNEBLYNN2,eee24414-ca29-5d5b-8d7f-92c47522cc12,22.0,False,True,False,False,False,False,True,True,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,50055644720578,,,2026-05-06,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,6.1479,46.141258,74160.0,Collonges-sous-Salève,True,True,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP3079450849923785081,1399258,Réseau eborn/ac203f99-48bd-51cd-8d67-a40dc2af8c3a,Voirie,"1 Allée des Diligences, Les Houches 74310 France",,"6.78156, 45.895306",6,FREBNEBLZKW1,3795133,22.0,True,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-03-26,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.78156,45.895306,,,False,False,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP3079450849923785081,1399258,Réseau eborn/ac203f99-48bd-51cd-8d67-a40dc2af8c3a,Voirie,"1 Allée des Diligences, Les Houches 74310 France",,"6.78156, 45.895306",6,FREBNEBLZKW2,3795148,22.0,False,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-03-26,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.78156,45.895306,,,False,False,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP166678595636289347,1398688,Réseau eborn/5d1ab38e-88db-5a39-8435-f5420b30174f,Voirie,"147 Rue des Grandes Sagnes, Sagnes-et-Goudoulet 07450 France",,"4.22643, 44.7905",2,FREBNEBMBFG2,3793924,22.0,True,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-03-26,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,4.22643,44.7905,,,False,False,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBKTJW,8d2319d8-3dfb-5326-b0a8-bfa810985d7f,ANNECY - Rue de la Paix,Voirie,27 Rue de la Paix 74000 ANNECY,74010,"6.13133, 45.90478",2,FREBNEBMBJQ2,cfd2fe1c-41db-5804-84f9-f6980b85e078,22.0,False,True,False,False,False,False,True,True,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,50009043834779,,,2026-05-05,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,6.13133,45.90478,,Annecy,True,True,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBMBMU,1e6dd5c4-e1fe-5cc8-8d3b-9c6f090e061c,CHAVANOZ - Parking Route de Loyettes,Voirie,2 Route de Loyettes 38230 CHAVANOZ,38097,"5.19798, 45.7681",2,FREBNEBMBMU2,8932334a-c087-5e66-a1eb-9d788a6b30dc,22.0,True,True,False,False,False,False,True,True,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,19413313944851,,,2026-05-05,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,5.19798,45.7681,38230.0,Chavanoz,True,True,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP5904399089094481893,1397920,Réseau eborn/6a0a0e5f-9004-58ce-b384-f23ebb412142,Voirie,"45 Rue de la Gironde, Montluçon 03100 France",,"2.609601, 46.339754",2,FREBNEBMCFJ2,3792217,22.0,True,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-11-03,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,2.609601,46.339754,,,False,False,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBMCRS,c6d46c39-55ec-518b-b819-7809a8987c68,LE GRAND LEMPS - Parking de la Mediatheque,Voirie,9 Rue Joliot Curie 38690 LE GRAND-LEMPS,38182,"5.420295, 45.39962",2,FREBNEBMCRS2,d9487a7a-129e-57e9-a08b-8e9caa66a4dd,22.0,True,True,False,False,False,False,True,True,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,19368161969703,,,2026-05-05,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,5.420295,45.39962,38690.0,Le Grand-Lemps,True,True,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP523469004840002993,1402543,Réseau eborn/0831986d-7c4b-5001-bdfb-7a739800c335,Parking privé à usage public,"132 Place Charles de Gaulle, Cluses 74300 France",,"6.579514, 46.060187",2,FREBNEBMDDV1,3803815,24.0,False,False,True,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-05-21,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.579514,46.060187,,,False,False,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP523469004840002993,1402543,Réseau eborn/0831986d-7c4b-5001-bdfb-7a739800c335,Parking privé à usage public,"132 Place Charles de Gaulle, Cluses 74300 France",,"6.579514, 46.060187",2,FREBNEBMDDV2,3803812,22.0,False,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-03-31,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.579514,46.060187,,,False,False,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP7953684893734138752,1397293,Réseau eborn/75646957-3c35-5216-83ba-67140936debb,Parking privé à usage public,"Rue de Bouillibaye, Six-Fours-les-Plages 83140 France",,"5.836931, 43.091682",2,FREBNEBMDJA1,3790771,22.0,True,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-04-01,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,5.836931,43.091682,,,False,False,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBMEDT,6663f63f-4b4f-55ee-bfc8-c5140f7df655,CHAMBERY - Ecoris Rue de Chantabord,Voirie,574 Rue de Chantabord 73000 CHAMBÉRY,73065,"5.89316, 45.5928",2,FREBNEBMEDT2,b45975c1-4a14-5815-8a09-c38b3ea41329,22.0,True,True,False,False,False,False,True,True,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,19690303830610,,,2026-05-06,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,5.89316,45.5928,73000.0,Chambéry,True,True,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBMEML,02166511-e76c-5e5b-9029-d41ce9bb91f4,LE BOURGUET - D252,Voirie,65 Rue du Chateau 83840 LE BOURGUET,,"6.518632, 43.782955",2,FREBNEBMEML1,ee22d222-0194-59e6-b398-26025334dfd0,22.0,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,24/7,Accessibilité inconnue,inconnu,false,Direct,,,,2026-05-06,,2026-07-07T17:24:17+02:00,5fd3afa95776168bad7db8d0,01813bb5-6d64-4401-9a91-baf1542ac4fd,spbr1,2026-05-22T15:05:06+02:00,6.518632,43.782955,,,False,False,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP4753086199745177883,1397563,Réseau eborn/a3ecd63c-7ad8-5b29-9539-8a4094aaf86c,Voirie,"57 Route de Burgaz, Cuvat 74350 France",,"6.116595, 45.977277",2,FREBNEBMFES2,3791392,22.0,False,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-05-21,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.116595,45.977277,,,False,False,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBMFES,a3ecd63c-7ad8-5b29-9539-8a4094aaf86c,CUVAT - Route de Cluchina,Voirie,57 Route de Burgaz 74350 CUVAT,74098,"6.116595, 45.977277",2,FREBNEBMFES2,ca2e9e25-86c9-5d35-98f8-d5d947fb33bf,22.0,False,True,False,False,False,False,True,True,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,81811422100027,,,2026-05-05,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,6.116595,45.977277,74350.0,Cuvat,True,True,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBMFFC,a6243a83-2c4e-5de9-b304-0375e9568cf3,SIX FOURS LES PLAGES - Rue de Saint Mandrier,Voirie,74 Rue de Saint-Mandrier-sur-Mer 83140 SIX-FOURS-LES-PLAGES,83129,"5.840185, 43.111404",2,FREBNEBMFFC2,478d798e-9951-53b2-93e8-aa49fbe6c2a0,22.0,True,True,False,False,False,False,True,True,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,50010359619804,,,2026-05-06,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,5.840185,43.111404,83140.0,Six-Fours-les-Plages,True,True,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP2857443141017518354,1400614,Réseau eborn/b0e30ce5-0606-5c63-a38f-9263a97458bf,Voirie,"Rue du Château Picard, Seyssuel 38200 France",,"4.844539, 45.558909",2,FREBNEBMFGK1,3798283,22.0,True,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-03-26,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,4.844539,45.558909,,,False,False,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBMFGK,b0e30ce5-0606-5c63-a38f-9263a97458bf,SEYSSUEL - Rue Du Chateau Picard,Voirie,Rue Du Château Picard 38200 SEYSSUEL,38487,"4.844539, 45.558909",2,FREBNEBMFGK1,44ba94c1-b231-5356-a326-96323ea79c58,22.0,True,True,False,False,False,False,True,True,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,19404630874234,,,2026-05-05,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,4.844539,45.558909,38200.0,Seyssuel,True,True,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP2406266351219832147,1397317,Réseau eborn/f320abde-6db3-582d-9dc5-cee79f5eaa78,Parking public,"170 Route de Morillon 1100, Morillon 74440 France",,"6.66918, 46.0669",4,FREBNEBMFJA1,3790825,22.0,False,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-05-23,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.66918,46.0669,,,False,False,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBMGBM,452457e8-3f2e-5570-a2de-0d32044ad86b,LA RAVOIRE - Place des fees,Voirie,3 Place des fées 73490 LA RAVOIRE,73213,"5.965906, 45.57173",2,FREBNEBMGBM2,09895cef-6684-506b-9791-efca5194fde4,22.0,True,True,False,False,False,False,True,True,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,19621707593580,,,2026-05-05,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,5.965906,45.57173,73490.0,La Ravoire,True,True,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBMGMG,11a930b3-74bc-5a37-8d8e-2a4422760465,BOURGOIN JALLIEU - Allee de l'Eden (Flunch),Voirie,2 Montée de la Ladrière 38300 BOURGOIN JALLIEU,38053,"5.24054, 45.59485",3,FREBNEBMGMG2,502e3dff-63b2-5546-bd8f-61985e5d4ea0,50.0,False,False,False,True,False,False,True,True,False,"par défaut : 6.0€ par heure d'occupation hors charge, 0.42€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,50036411216813,,,2026-05-06,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,5.24054,45.59485,38300.0,Bourgoin-Jallieu,True,True,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBMGQX,ec05ae6e-6d26-55fe-bdc3-e7d4d6714b5b,UVERNET FOURS - Parking Office Du Tourisme,Voirie,31 Pra Loup 04400 UVERNET-FOURS,04226,"6.601126, 44.370105",2,FREBNEBMGQX2,6bbe8734-aa33-5b08-a29f-52f011fee2b5,22.0,True,True,False,False,False,False,True,True,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,25648480417931,,,2026-05-05,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,6.601126,44.370105,4400.0,Uvernet-Fours,True,True,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP2173324604435845030,1401313,Réseau eborn/7ab4f071-2255-5007-b516-1b75b1a01e19,Parking privé à usage public,"37 Chemin de l'Auberge, Val Buëch-Méouge 05300 France",,"5.812786, 44.272603",2,FREBNEBMJAD2,3799915,22.0,True,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-04-22,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,5.812786,44.272603,,,False,False,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBMJAY,c58a4b71-dbbc-5c03-a6cd-a8b0a5d5f963,"CLUSES - Rue Pre Benevix, Cœur de ville",Voirie,38 Rue du Pré Bénévix 74300 CLUSES,74081,"6.581305, 46.061034",2,FREBNEBMJAY1,abfa5ee2-2ba2-5424-bbc9-a3e59f0399f1,22.0,True,True,False,False,False,False,True,True,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,19527206815883,,,2026-05-06,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,6.581305,46.061034,74300.0,Cluses,True,True,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP4478454071784812715,1398487,Réseau eborn/64485999-29d6-5138-9cab-b25cf4852f83,Parking public,"25 Chemin du Plan, Morzine 74110 France",,"6.706453, 46.18066",3,FREBNEBMJPG3,3793447,120.0,False,False,True,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-03-31,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.706453,46.18066,,,False,False,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBMKBK,dc9eb474-aea5-5087-8e72-cb5fb581ea20,ARÂCHES LA FRASSE - Flaine,Voirie,20 Chemin de la Floria 74300 ARÂCHES-LA-FRASSE,74014,"6.68976, 46.00658",2,FREBNEBMKBK1,5f490fc4-774d-5a49-943e-8bda9b4801b1,22.0,True,True,False,False,False,False,True,True,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,19578002759628,,,2026-05-06,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,6.68976,46.00658,74300.0,Arâches-la-Frasse,True,True,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBMKCB,702dc706-cc15-50c0-8494-9abb693189c9,LA GRAVE - Salle Polyvalente,Voirie,24 La Coinchette 05320 LA GRAVE,05063,"6.30074, 45.0443",3,FREBNEBMKCB2,b47388d6-5475-5113-9202-bb7c0b0bee3d,50.0,False,False,True,False,False,False,True,True,False,"par défaut : 6.0€ par heure d'occupation hors charge, 0.42€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,50022390767823,,,2026-05-06,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,6.30074,45.0443,5320.0,La Grave,True,True,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBMKCX,e9032ef7-0e86-57ad-a6bb-596992b463c9,CHAMBÉRY - Place du docteur François Chiron,Voirie,114 Rue des Ecoles 73000 CHAMBÉRY,,"5.915136, 45.567046",3,FREBNEBMKCX1,c552cde5-3250-5a2c-956e-c883c7de090b,22.0,false,true,false,false,false,false,true,true,false,"par défaut : 6.0€ par heure d'occupation hors charge, 0.42€ par kwh de charge",Accès libre,true,24/7,Accessibilité inconnue,inconnu,false,Direct,,,,2026-05-05,,2026-07-07T17:24:17+02:00,5fd3afa95776168bad7db8d0,01813bb5-6d64-4401-9a91-baf1542ac4fd,spbr1,2026-05-22T15:05:06+02:00,5.915136,45.567046,,,False,False,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP3009595761924681973,1398319,Réseau eborn/9a5df0ca-d2fc-5923-a71a-8984d91d4d73,Voirie,"Chemin de Brignoles, Pontevès 83670 France",,"6.029939, 43.553296",2,FREBNEBMKEM1,3793084,22.0,True,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-03-24,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.029939,43.553296,,,False,False,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP7220346860587231943,1399888,Réseau eborn/6258baa9-0298-5a0f-bea2-6d093c08981b,Parking privé à usage public,"134 Impasse de la Cascade, Saint-Gervais-les-Bains 74170 France",,"6.712825, 45.887867",2,FREBNEBMKPJ1,3796612,22.0,True,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-04-01,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.712825,45.887867,,,False,False,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBMKPJ,6258baa9-0298-5a0f-bea2-6d093c08981b,SAINT GERVAIS LES BAINS - Parking Patinoire,Voirie,134 Impasse de la Cascade 74170 SAINT-GERVAIS-LES-BAINS,74236,"6.712825, 45.887867",2,FREBNEBMKPJ1,914dc382-0d29-56c6-92be-ed0999fd9054,22.0,True,True,False,False,False,False,True,True,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,19512445600688,,,2026-05-06,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,6.712825,45.887867,74170.0,Saint-Gervais-les-Bains,True,True,False,,,
